Media,Experiment,Treatment,Initial Density Bin,Days of Incubation,E. huxleyi per mL,MCP qPCR standard plate,EhVs per mL (from MCP qPCR),% Sytox Positive,% Lysotracker Positive,% Elevated UVAutofluorescence Positive,Fv/Fm
f/2,I,10:1 Co-incubation,to the fifth,1,370692,P,293779596,,,,
f/2,I,10:1 Co-incubation,to the fifth,1,328928,P,9999,,,,
f/2,I,10:1 Co-incubation,to the fifth,1,349406,P,234822478,,,,
f/2,I,10:1 Co-incubation,to the first,1,57,P,9999,,,,
f/2,I,10:1 Co-incubation,to the first,1,57,P,9999,,,,
f/2,I,10:1 Co-incubation,to the first,1,96,P,9999,,,,
f/2,I,10:1 Co-incubation,to the fourth,1,39112,P,524573,,,,
f/2,I,10:1 Co-incubation,to the fourth,1,38856,P,9999,,,,
f/2,I,10:1 Co-incubation,to the fourth,1,45718,P,9999,,,,
f/2,I,10:1 Co-incubation,to the second,1,335,P,9999,,,,
f/2,I,10:1 Co-incubation,to the second,1,418,P,9999,,,,
f/2,I,10:1 Co-incubation,to the second,1,495,P,9999,,,,
f/2,I,10:1 Co-incubation,to the third,1,4933,P,9999,,,,
f/2,I,10:1 Co-incubation,to the third,1,4728,P,9999,,,,
f/2,I,10:1 Co-incubation,to the third,1,4640,P,9999,,,,
f/2,I,Preinfected,to the fifth,1,402525,P,235706,,,,
f/2,I,Preinfected,to the fifth,1,401523,P,44116321,,,,
f/2,I,Preinfected,to the fifth,1,480142,P,9999,,,,
f/2,I,Preinfected,to the first,1,100,P,9999,,,,
f/2,I,Preinfected,to the first,1,47,P,9999,,,,
f/2,I,Preinfected,to the first,1,87,P,9999,,,,
f/2,I,Preinfected,to the fourth,1,41453,P,9999,,,,
f/2,I,Preinfected,to the fourth,1,41886,P,9999,,,,
f/2,I,Preinfected,to the fourth,1,47094,P,9999,,,,
f/2,I,Preinfected,to the second,1,469,P,9999,,,,
f/2,I,Preinfected,to the second,1,412,P,9999,,,,
f/2,I,Preinfected,to the second,1,477,P,9999,,,,
f/2,I,Preinfected,to the third,1,4463,P,9999,,,,
f/2,I,Preinfected,to the third,1,3945,P,9999,,,,
f/2,I,Preinfected,to the third,1,4704,P,9999,,,,
f/2,I,Preinfected with added viruses,to the fifth,1,382951,P,163830083,,,,
f/2,I,Preinfected with added viruses,to the fifth,1,340987,P,432934,,,,
f/2,I,Preinfected with added viruses,to the fifth,1,356067,P,79744663,,,,
f/2,I,Preinfected with added viruses,to the first,1,64,P,9999,,,,
f/2,I,Preinfected with added viruses,to the first,1,50,P,9999,,,,
f/2,I,Preinfected with added viruses,to the first,1,36,P,9999,,,,
f/2,I,Preinfected with added viruses,to the fourth,1,38695,P,1069114,,,,
f/2,I,Preinfected with added viruses,to the fourth,1,31436,P,9999,,,,
f/2,I,Preinfected with added viruses,to the fourth,1,34943,P,1370026,,,,
f/2,I,Preinfected with added viruses,to the second,1,419,P,9999,,,,
f/2,I,Preinfected with added viruses,to the second,1,398,P,9999,,,,
f/2,I,Preinfected with added viruses,to the second,1,392,P,9999,,,,
f/2,I,Preinfected with added viruses,to the third,1,3658,P,9999,,,,
f/2,I,Preinfected with added viruses,to the third,1,3798,P,9999,,,,
f/2,I,Preinfected with added viruses,to the third,1,3184,P,9999,,,,
f/2,I,Uninfected,to the fifth,1,506698,P,9999,,,,
f/2,I,Uninfected,to the fifth,1,448170,P,9999,,,,
f/2,I,Uninfected,to the fifth,1,482638,P,9999,,,,
f/2,I,Uninfected,to the first,1,47,P,9999,,,,
f/2,I,Uninfected,to the first,1,47,P,9999,,,,
f/2,I,Uninfected,to the first,1,70,P,9999,,,,
f/2,I,Uninfected,to the fourth,1,44062,P,9999,,,,
f/2,I,Uninfected,to the fourth,1,43100,P,9999,,,,
f/2,I,Uninfected,to the fourth,1,45541,P,9999,,,,
f/2,I,Uninfected,to the second,1,413,P,9999,,,,
f/2,I,Uninfected,to the second,1,412,P,9999,,,,
f/2,I,Uninfected,to the second,1,396,P,9999,,,,
f/2,I,Uninfected,to the third,1,4484,P,9999,,,,
f/2,I,Uninfected,to the third,1,4017,P,9999,,,,
f/2,I,Uninfected,to the third,1,4645,P,9999,,,,
f/2,I,10:1 Co-incubation,to the fifth,2,268465,Q,162850046,,,,
f/2,I,10:1 Co-incubation,to the fifth,2,273887,Q,9999,,,,
f/2,I,10:1 Co-incubation,to the fifth,2,266697,Q,70868767,,,,
f/2,I,10:1 Co-incubation,to the first,2,98,Q,9999,,,,
f/2,I,10:1 Co-incubation,to the first,2,98,Q,9999,,,,
f/2,I,10:1 Co-incubation,to the first,2,183,Q,9999,,,,
f/2,I,10:1 Co-incubation,to the fourth,2,70575,Q,9999,,,,
f/2,I,10:1 Co-incubation,to the fourth,2,67955,Q,9999,,,,
f/2,I,10:1 Co-incubation,to the fourth,2,73073,Q,9999,,,,
f/2,I,10:1 Co-incubation,to the second,2,884,Q,9999,,,,
f/2,I,10:1 Co-incubation,to the second,2,749,Q,9999,,,,
f/2,I,10:1 Co-incubation,to the second,2,843,Q,9999,,,,
f/2,I,10:1 Co-incubation,to the third,2,8291,Q,9999,,,,
f/2,I,10:1 Co-incubation,to the third,2,8454,Q,9999,,,,
f/2,I,10:1 Co-incubation,to the third,2,8866,Q,9999,,,,
f/2,I,Preinfected,to the fifth,2,426664,Q,109161650,,,,
f/2,I,Preinfected,to the fifth,2,406554,Q,1868385212,,,,
f/2,I,Preinfected,to the fifth,2,486891,Q,9999,,,,
f/2,I,Preinfected,to the first,2,137,Q,9999,,,,
f/2,I,Preinfected,to the first,2,86,Q,9999,,,,
f/2,I,Preinfected,to the first,2,98,Q,9999,,,,
f/2,I,Preinfected,to the fourth,2,53036,Q,9999,,,,
f/2,I,Preinfected,to the fourth,2,60424,Q,433801,,,,
f/2,I,Preinfected,to the fourth,2,72693,Q,9999,,,,
f/2,I,Preinfected,to the second,2,543,Q,9999,,,,
f/2,I,Preinfected,to the second,2,598,Q,9999,,,,
f/2,I,Preinfected,to the second,2,669,Q,9999,,,,
f/2,I,Preinfected,to the third,2,5985,Q,9999,,,,
f/2,I,Preinfected,to the third,2,6250,Q,9999,,,,
f/2,I,Preinfected,to the third,2,8229,Q,9999,,,,
f/2,I,Preinfected with added viruses,to the fifth,2,311643,Q,77387852,,,,
f/2,I,Preinfected with added viruses,to the fifth,2,324476,Q,1169797,,,,
f/2,I,Preinfected with added viruses,to the fifth,2,292891,Q,10062643,,,,
f/2,I,Preinfected with added viruses,to the first,2,64,Q,9999,,,,
f/2,I,Preinfected with added viruses,to the first,2,44,Q,9999,,,,
f/2,I,Preinfected with added viruses,to the first,2,42,Q,9999,,,,
f/2,I,Preinfected with added viruses,to the fourth,2,31822,Q,9999,,,,
f/2,I,Preinfected with added viruses,to the fourth,2,31844,Q,9999,,,,
f/2,I,Preinfected with added viruses,to the fourth,2,26923,Q,9999,,,,
f/2,I,Preinfected with added viruses,to the second,2,558,Q,9999,,,,
f/2,I,Preinfected with added viruses,to the second,2,487,Q,9999,,,,
f/2,I,Preinfected with added viruses,to the second,2,475,Q,9999,,,,
f/2,I,Preinfected with added viruses,to the third,2,4064,Q,9999,,,,
f/2,I,Preinfected with added viruses,to the third,2,3813,Q,9999,,,,
f/2,I,Preinfected with added viruses,to the third,2,3729,Q,9999,,,,
f/2,I,Uninfected,to the fifth,2,893672,Q,9999,,,,
f/2,I,Uninfected,to the fifth,2,845453,Q,9999,,,,
f/2,I,Uninfected,to the fifth,2,1109623,Q,9999,,,,
f/2,I,Uninfected,to the first,2,84,Q,9999,,,,
f/2,I,Uninfected,to the first,2,99,Q,9999,,,,
f/2,I,Uninfected,to the first,2,76,Q,9999,,,,
f/2,I,Uninfected,to the fourth,2,86180,Q,9999,,,,
f/2,I,Uninfected,to the fourth,2,83112,Q,9999,,,,
f/2,I,Uninfected,to the fourth,2,87341,Q,9999,,,,
f/2,I,Uninfected,to the second,2,728,Q,9999,,,,
f/2,I,Uninfected,to the second,2,815,Q,9999,,,,
f/2,I,Uninfected,to the second,2,692,Q,9999,,,,
f/2,I,Uninfected,to the third,2,8252,Q,9999,,,,
f/2,I,Uninfected,to the third,2,7153,Q,9999,,,,
f/2,I,Uninfected,to the third,2,7828,Q,9999,,,,
f/2,I,10:1 Co-incubation,to the fifth,3,147958,R,1758699359,,,,
f/2,I,10:1 Co-incubation,to the fifth,3,175933,R,9999,,,,
f/2,I,10:1 Co-incubation,to the fifth,3,155027,R,123857265,,,,
f/2,I,10:1 Co-incubation,to the first,3,254,R,9999,,,,
f/2,I,10:1 Co-incubation,to the first,3,158,R,9999,,,,
f/2,I,10:1 Co-incubation,to the first,3,329,R,9999,,,,
f/2,I,10:1 Co-incubation,to the fourth,3,127706,R,457569971,,,,
f/2,I,10:1 Co-incubation,to the fourth,3,114507,R,22121054,,,,
f/2,I,10:1 Co-incubation,to the fourth,3,105357,R,4405395,,,,
f/2,I,10:1 Co-incubation,to the second,3,2178,R,9999,,,,
f/2,I,10:1 Co-incubation,to the second,3,2164,R,9999,,,,
f/2,I,10:1 Co-incubation,to the second,3,1931,R,9999,,,,
f/2,I,10:1 Co-incubation,to the third,3,22503,R,9999,,,,
f/2,I,10:1 Co-incubation,to the third,3,20682,R,9999,,,,
f/2,I,10:1 Co-incubation,to the third,3,18718,R,9999,,,,
f/2,I,Preinfected,to the fifth,3,289741,R,49815681,,,,
f/2,I,Preinfected,to the fifth,3,288679,R,4973254899,,,,
f/2,I,Preinfected,to the fifth,3,270270,R,9999,,,,
f/2,I,Preinfected,to the first,3,210,R,9999,,,,
f/2,I,Preinfected,to the first,3,188,R,9999,,,,
f/2,I,Preinfected,to the first,3,170,R,9999,,,,
f/2,I,Preinfected,to the fourth,3,100855,R,1703065,,,,
f/2,I,Preinfected,to the fourth,3,89625,R,270759186,,,,
f/2,I,Preinfected,to the fourth,3,81849,R,9999,,,,
f/2,I,Preinfected,to the second,3,1673,R,9999,,,,
f/2,I,Preinfected,to the second,3,1360,R,9999,,,,
f/2,I,Preinfected,to the second,3,1494,R,9999,,,,
f/2,I,Preinfected,to the third,3,17754,R,9999,,,,
f/2,I,Preinfected,to the third,3,13581,R,9999,,,,
f/2,I,Preinfected,to the third,3,15631,R,9999,,,,
f/2,I,Preinfected with added viruses,to the fifth,3,144555,R,215622634,,,,
f/2,I,Preinfected with added viruses,to the fifth,3,133274,R,215096,,,,
f/2,I,Preinfected with added viruses,to the fifth,3,137655,R,58946474,,,,
f/2,I,Preinfected with added viruses,to the first,3,111,R,9999,,,,
f/2,I,Preinfected with added viruses,to the first,3,104,R,9999,,,,
f/2,I,Preinfected with added viruses,to the first,3,103,R,9999,,,,
f/2,I,Preinfected with added viruses,to the fourth,3,25846,R,4768491,,,,
f/2,I,Preinfected with added viruses,to the fourth,3,24297,R,9999,,,,
f/2,I,Preinfected with added viruses,to the fourth,3,25023,R,9999,,,,
f/2,I,Preinfected with added viruses,to the second,3,1101,R,9999,,,,
f/2,I,Preinfected with added viruses,to the second,3,938,R,9999,,,,
f/2,I,Preinfected with added viruses,to the second,3,862,R,9999,,,,
f/2,I,Preinfected with added viruses,to the third,3,6550,R,9999,,,,
f/2,I,Preinfected with added viruses,to the third,3,7444,R,9999,,,,
f/2,I,Preinfected with added viruses,to the third,3,5905,R,13219987,,,,
f/2,I,Uninfected,to the fifth,3,1863169,R,9999,,,,
f/2,I,Uninfected,to the fifth,3,1657655,R,9999,,,,
f/2,I,Uninfected,to the fifth,3,1893299,R,9999,,,,
f/2,I,Uninfected,to the first,3,166,R,9999,,,,
f/2,I,Uninfected,to the first,3,228,R,9999,,,,
f/2,I,Uninfected,to the first,3,186,R,9999,,,,
f/2,I,Uninfected,to the fourth,3,234429,R,9999,,,,
f/2,I,Uninfected,to the fourth,3,222679,R,9999,,,,
f/2,I,Uninfected,to the fourth,3,214578,R,9999,,,,
f/2,I,Uninfected,to the second,3,1690,R,9999,,,,
f/2,I,Uninfected,to the second,3,1758,R,9999,,,,
f/2,I,Uninfected,to the second,3,1372,R,9999,,,,
f/2,I,Uninfected,to the third,3,20205,R,9999,,,,
f/2,I,Uninfected,to the third,3,17966,R,9999,,,,
f/2,I,Uninfected,to the third,3,19674,R,9999,,,,
f/2,I,10:1 Co-incubation,to the fifth,4,30541,S,66915445,,,,
f/2,I,10:1 Co-incubation,to the fifth,4,29813,S,2751180,,,,
f/2,I,10:1 Co-incubation,to the fifth,4,30424,S,56907652,,,,
f/2,I,10:1 Co-incubation,to the first,4,433,S,9999,,,,
f/2,I,10:1 Co-incubation,to the first,4,331,S,9999,,,,
f/2,I,10:1 Co-incubation,to the first,4,467,S,9999,,,,
f/2,I,10:1 Co-incubation,to the fourth,4,105255,S,366658103,,,,
f/2,I,10:1 Co-incubation,to the fourth,4,90557,S,55541463,,,,
f/2,I,10:1 Co-incubation,to the fourth,4,90897,S,35863850,,,,
f/2,I,10:1 Co-incubation,to the second,4,4585,S,9999,,,,
f/2,I,10:1 Co-incubation,to the second,4,4209,S,9999,,,,
f/2,I,10:1 Co-incubation,to the second,4,4029,S,9999,,,,
f/2,I,10:1 Co-incubation,to the third,4,47096,S,9999,,,,
f/2,I,10:1 Co-incubation,to the third,4,42624,S,9999,,,,
f/2,I,10:1 Co-incubation,to the third,4,40153,S,9999,,,,
f/2,I,Preinfected,to the fifth,4,72847,S,167122958,,,,
f/2,I,Preinfected,to the fifth,4,64371,S,99517132,,,,
f/2,I,Preinfected,to the fifth,4,48905,S,9999,,,,
f/2,I,Preinfected,to the first,4,411,S,9999,,,,
f/2,I,Preinfected,to the first,4,333,S,9999,,,,
f/2,I,Preinfected,to the first,4,361,S,9999,,,,
f/2,I,Preinfected,to the fourth,4,79778,S,64259516,,,,
f/2,I,Preinfected,to the fourth,4,81862,S,50806780,,,,
f/2,I,Preinfected,to the fourth,4,72581,S,9999,,,,
f/2,I,Preinfected,to the second,4,3313,S,9999,,,,
f/2,I,Preinfected,to the second,4,3256,S,9999,,,,
f/2,I,Preinfected,to the second,4,3507,S,9999,,,,
f/2,I,Preinfected,to the third,4,35571,S,9999,,,,
f/2,I,Preinfected,to the third,4,35259,S,9999,,,,
f/2,I,Preinfected,to the third,4,37200,S,9999,,,,
f/2,I,Preinfected with added viruses,to the fifth,4,33965,S,101965020,,,,
f/2,I,Preinfected with added viruses,to the fifth,4,29986,S,66375620,,,,
f/2,I,Preinfected with added viruses,to the fifth,4,25068,S,13135649,,,,
f/2,I,Preinfected with added viruses,to the first,4,182,S,1834973,,,,
f/2,I,Preinfected with added viruses,to the first,4,193,S,9999,,,,
f/2,I,Preinfected with added viruses,to the first,4,140,S,9999,,,,
f/2,I,Preinfected with added viruses,to the fourth,4,14625,S,9999,,,,
f/2,I,Preinfected with added viruses,to the fourth,4,13420,S,9999,,,,
f/2,I,Preinfected with added viruses,to the fourth,4,13697,S,9999,,,,
f/2,I,Preinfected with added viruses,to the second,4,1875,S,9999,,,,
f/2,I,Preinfected with added viruses,to the second,4,1825,S,9999,,,,
f/2,I,Preinfected with added viruses,to the second,4,1606,S,9999,,,,
f/2,I,Preinfected with added viruses,to the third,4,10096,S,9999,,,,
f/2,I,Preinfected with added viruses,to the third,4,12041,S,9999,,,,
f/2,I,Preinfected with added viruses,to the third,4,10217,S,9999,,,,
f/2,I,Uninfected,to the fifth,4,2700496,S,9999,,,,
f/2,I,Uninfected,to the fifth,4,2678577,S,9999,,,,
f/2,I,Uninfected,to the fifth,4,3046950,S,9999,,,,
f/2,I,Uninfected,to the first,4,301,S,9999,,,,
f/2,I,Uninfected,to the first,4,330,S,9999,,,,
f/2,I,Uninfected,to the first,4,314,S,9999,,,,
f/2,I,Uninfected,to the fourth,4,517118,S,9999,,,,
f/2,I,Uninfected,to the fourth,4,499246,S,9999,,,,
f/2,I,Uninfected,to the fourth,4,481730,S,9999,,,,
f/2,I,Uninfected,to the second,4,3764,S,9999,,,,
f/2,I,Uninfected,to the second,4,3586,S,9999,,,,
f/2,I,Uninfected,to the second,4,3700,S,9999,,,,
f/2,I,Uninfected,to the third,4,41606,S,9999,,,,
f/2,I,Uninfected,to the third,4,41449,S,9999,,,,
f/2,I,Uninfected,to the third,4,40860,S,9999,,,,
f/2,I,Preinfected,to the fifth,5,26153,,,,,,
f/2,I,Preinfected,to the fifth,5,16417,,,,,,
f/2,I,Preinfected,to the fifth,5,9612,,,,,,
f/2,I,Preinfected,to the first,5,715,,,,,,
f/2,I,Preinfected,to the first,5,678,,,,,,
f/2,I,Preinfected,to the first,5,650,,,,,,
f/2,I,Preinfected,to the fourth,5,46737,,,,,,
f/2,I,Preinfected,to the fourth,5,39300,,,,,,
f/2,I,Preinfected,to the fourth,5,34402,,,,,,
f/2,I,Preinfected,to the second,5,6288,,,,,,
f/2,I,Preinfected,to the second,5,6871,,,,,,
f/2,I,Preinfected,to the second,5,6432,,,,,,
f/2,I,Preinfected,to the third,5,75813,,,,,,
f/2,I,Preinfected,to the third,5,80982,,,,,,
f/2,I,Preinfected,to the third,5,61504,,,,,,
f/2,I,Uninfected,to the fifth,5,4910604,,,,,,
f/2,I,Uninfected,to the fifth,5,3968017,,,,,,
f/2,I,Uninfected,to the fifth,5,4054239,,,,,,
f/2,I,Uninfected,to the first,5,827,,,,,,
f/2,I,Uninfected,to the first,5,964,,,,,,
f/2,I,Uninfected,to the first,5,675,,,,,,
f/2,I,Uninfected,to the fourth,5,1371781,,,,,,
f/2,I,Uninfected,to the fourth,5,1111370,,,,,,
f/2,I,Uninfected,to the fourth,5,1096491,,,,,,
f/2,I,Uninfected,to the second,5,8441,,,,,,
f/2,I,Uninfected,to the second,5,8661,,,,,,
f/2,I,Uninfected,to the second,5,11017,,,,,,
f/2,I,Uninfected,to the third,5,93087,,,,,,
f/2,I,Uninfected,to the third,5,97706,,,,,,
f/2,I,Uninfected,to the third,5,98976,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,1,917471,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,1,787000,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,1,932647,,,,,,
f/2,II,10:1 Co-incubation,to the first,1,74,,,,,,
f/2,II,10:1 Co-incubation,to the first,1,57,,,,,,
f/2,II,10:1 Co-incubation,to the first,1,66,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,1,125059,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,1,151824,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,1,121735,,,,,,
f/2,II,10:1 Co-incubation,to the second,1,790,,,,,,
f/2,II,10:1 Co-incubation,to the second,1,737,,,,,,
f/2,II,10:1 Co-incubation,to the second,1,902,,,,,,
f/2,II,10:1 Co-incubation,to the third,1,8081,,,,,,
f/2,II,10:1 Co-incubation,to the third,1,9221,,,,,,
f/2,II,10:1 Co-incubation,to the third,1,10463,,,,,,
SW,II,10:1 Co-incubation,to the fifth,1,748706,,,,,,
SW,II,10:1 Co-incubation,to the fifth,1,632059,,,,,,
SW,II,10:1 Co-incubation,to the fifth,1,787353,,,,,,
SW,II,10:1 Co-incubation,to the first,1,41,,,,,,
SW,II,10:1 Co-incubation,to the first,1,64,,,,,,
SW,II,10:1 Co-incubation,to the first,1,82,,,,,,
SW,II,10:1 Co-incubation,to the fourth,1,99647,,,,,,
SW,II,10:1 Co-incubation,to the fourth,1,115882,,,,,,
SW,II,10:1 Co-incubation,to the fourth,1,113382,,,,,,
SW,II,10:1 Co-incubation,to the second,1,639,,,,,,
SW,II,10:1 Co-incubation,to the second,1,571,,,,,,
SW,II,10:1 Co-incubation,to the second,1,854,,,,,,
SW,II,10:1 Co-incubation,to the third,1,6044,,,,,,
SW,II,10:1 Co-incubation,to the third,1,6213,,,,,,
SW,II,10:1 Co-incubation,to the third,1,10757,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,2,587176,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,2,407824,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,2,345294,,,,,,
f/2,II,10:1 Co-incubation,to the first,2,49,,,,,,
f/2,II,10:1 Co-incubation,to the first,2,80,,,,,,
f/2,II,10:1 Co-incubation,to the first,2,109,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,2,159294,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,2,200824,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,2,194265,,,,,,
f/2,II,10:1 Co-incubation,to the second,2,707,,,,,,
f/2,II,10:1 Co-incubation,to the second,2,634,,,,,,
f/2,II,10:1 Co-incubation,to the second,2,1322,,,,,,
f/2,II,10:1 Co-incubation,to the third,2,11044,,,,,,
f/2,II,10:1 Co-incubation,to the third,2,12801,,,,,,
f/2,II,10:1 Co-incubation,to the third,2,15838,,,,,,
SW,II,10:1 Co-incubation,to the fifth,2,473765,,,,,,
SW,II,10:1 Co-incubation,to the fifth,2,293647,,,,,,
SW,II,10:1 Co-incubation,to the fifth,2,394529,,,,,,
SW,II,10:1 Co-incubation,to the first,2,51,,,,,,
SW,II,10:1 Co-incubation,to the first,2,43,,,,,,
SW,II,10:1 Co-incubation,to the first,2,90,,,,,,
SW,II,10:1 Co-incubation,to the fourth,2,167735,,,,,,
SW,II,10:1 Co-incubation,to the fourth,2,147941,,,,,,
SW,II,10:1 Co-incubation,to the fourth,2,132294,,,,,,
SW,II,10:1 Co-incubation,to the second,2,522,,,,,,
SW,II,10:1 Co-incubation,to the second,2,815,,,,,,
SW,II,10:1 Co-incubation,to the second,2,605,,,,,,
SW,II,10:1 Co-incubation,to the third,2,10831,,,,,,
SW,II,10:1 Co-incubation,to the third,2,9882,,,,,,
SW,II,10:1 Co-incubation,to the third,2,12529,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,3,50118,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,3,89059,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,3,43882,,,,,,
f/2,II,10:1 Co-incubation,to the first,3,66,,,,,,
f/2,II,10:1 Co-incubation,to the first,3,88,,,,,,
f/2,II,10:1 Co-incubation,to the first,3,37,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,3,107147,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,3,154588,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,3,126471,,,,,,
f/2,II,10:1 Co-incubation,to the second,3,985,,,,,,
f/2,II,10:1 Co-incubation,to the second,3,1185,,,,,,
f/2,II,10:1 Co-incubation,to the second,3,1122,,,,,,
f/2,II,10:1 Co-incubation,to the third,3,18625,,,,,,
f/2,II,10:1 Co-incubation,to the third,3,29750,,,,,,
f/2,II,10:1 Co-incubation,to the third,3,23684,,,,,,
SW,II,10:1 Co-incubation,to the fifth,3,75647,,,,,,
SW,II,10:1 Co-incubation,to the fifth,3,68000,,,,,,
SW,II,10:1 Co-incubation,to the fifth,3,30235,,,,,,
SW,II,10:1 Co-incubation,to the first,3,53,,,,,,
SW,II,10:1 Co-incubation,to the first,3,94,,,,,,
SW,II,10:1 Co-incubation,to the first,3,115,,,,,,
SW,II,10:1 Co-incubation,to the fourth,3,122500,,,,,,
SW,II,10:1 Co-incubation,to the fourth,3,84765,,,,,,
SW,II,10:1 Co-incubation,to the fourth,3,91559,,,,,,
SW,II,10:1 Co-incubation,to the second,3,751,,,,,,
SW,II,10:1 Co-incubation,to the second,3,893,,,,,,
SW,II,10:1 Co-incubation,to the second,3,756,,,,,,
SW,II,10:1 Co-incubation,to the third,3,20140,,,,,,
SW,II,10:1 Co-incubation,to the third,3,22757,,,,,,
SW,II,10:1 Co-incubation,to the third,3,18301,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,4,7176,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,4,11647,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,4,1412,,,,,,
f/2,II,10:1 Co-incubation,to the first,4,94,,,,,,
f/2,II,10:1 Co-incubation,to the first,4,119,,,,,,
f/2,II,10:1 Co-incubation,to the first,4,164,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,4,26000,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,4,52000,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,4,27882,,,,,,
f/2,II,10:1 Co-incubation,to the second,4,1761,,,,,,
f/2,II,10:1 Co-incubation,to the second,4,1659,,,,,,
f/2,II,10:1 Co-incubation,to the second,4,2146,,,,,,
f/2,II,10:1 Co-incubation,to the third,4,55985,,,,,,
f/2,II,10:1 Co-incubation,to the third,4,53588,,,,,,
f/2,II,10:1 Co-incubation,to the third,4,66882,,,,,,
SW,II,10:1 Co-incubation,to the fifth,4,11824,,,,,,
SW,II,10:1 Co-incubation,to the fifth,4,11176,,,,,,
SW,II,10:1 Co-incubation,to the fifth,4,2882,,,,,,
SW,II,10:1 Co-incubation,to the first,4,45,,,,,,
SW,II,10:1 Co-incubation,to the first,4,115,,,,,,
SW,II,10:1 Co-incubation,to the first,4,125,,,,,,
SW,II,10:1 Co-incubation,to the fourth,4,56118,,,,,,
SW,II,10:1 Co-incubation,to the fourth,4,189941,,,,,,
SW,II,10:1 Co-incubation,to the fourth,4,37147,,,,,,
SW,II,10:1 Co-incubation,to the second,4,1176,,,,,,
SW,II,10:1 Co-incubation,to the second,4,1644,,,,,,
SW,II,10:1 Co-incubation,to the second,4,1478,,,,,,
SW,II,10:1 Co-incubation,to the third,4,47684,,,,,,
SW,II,10:1 Co-incubation,to the third,4,35537,,,,,,
SW,II,10:1 Co-incubation,to the third,4,54243,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,5,2294,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,5,3294,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,5,4765,,,,,,
f/2,II,10:1 Co-incubation,to the first,5,228,,,,,,
f/2,II,10:1 Co-incubation,to the first,5,203,,,,,,
f/2,II,10:1 Co-incubation,to the first,5,324,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,5,3000,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,5,6735,,,,,,
f/2,II,10:1 Co-incubation,to the fourth,5,2676,,,,,,
f/2,II,10:1 Co-incubation,to the second,5,3151,,,,,,
f/2,II,10:1 Co-incubation,to the second,5,4073,,,,,,
f/2,II,10:1 Co-incubation,to the second,5,4810,,,,,,
f/2,II,10:1 Co-incubation,to the third,5,136493,,,,,,
f/2,II,10:1 Co-incubation,to the third,5,174154,,,,,,
f/2,II,10:1 Co-incubation,to the third,5,166735,,,,,,
SW,II,10:1 Co-incubation,to the fifth,5,1235,,,,,,
SW,II,10:1 Co-incubation,to the fifth,5,3941,,,,,,
SW,II,10:1 Co-incubation,to the fifth,5,3765,,,,,,
SW,II,10:1 Co-incubation,to the first,5,97,,,,,,
SW,II,10:1 Co-incubation,to the first,5,135,,,,,,
SW,II,10:1 Co-incubation,to the first,5,236,,,,,,
SW,II,10:1 Co-incubation,to the fourth,5,15794,,,,,,
SW,II,10:1 Co-incubation,to the fourth,5,8176,,,,,,
SW,II,10:1 Co-incubation,to the fourth,5,11441,,,,,,
SW,II,10:1 Co-incubation,to the second,5,2132,,,,,,
SW,II,10:1 Co-incubation,to the second,5,2200,,,,,,
SW,II,10:1 Co-incubation,to the second,5,4020,,,,,,
SW,II,10:1 Co-incubation,to the third,5,87382,,,,,,
SW,II,10:1 Co-incubation,to the third,5,117860,,,,,,
SW,II,10:1 Co-incubation,to the third,5,54853,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,7,1765,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,7,1118,,,,,,
f/2,II,10:1 Co-incubation,to the fifth,7,1000,,,,,,
f/2,II,10:1 Co-incubation,to the first,7,637,,,,,,
f/2,II,10:1 Co-incubation,to the first,7,782,,,,,,
f/2,II,10:1 Co-incubation,to the first,7,717,,,,,,
